category_number,drxfcsd,level,parent,max_level_by_num,max_level_skips,ancestors,branch
11612000,"instant breakfast, powder, milk added",4,7208,4,4,"0,7208,7200,8","0,7208,7200,8,11612000"
11613000,"instant breakfast, powder, sweetened with low calorie sweetener, milk added",4,7208,4,4,"0,7208,7200,8","0,7208,7200,8,11613000"
11622010,"diet beverage, powder, reconstituted with skim milk",4,7208,4,4,"0,7208,7200,8","0,7208,7200,8,11622010"
11623000,"meal supplement or replacement, commercially prepared, ready-to-drink",4,7208,4,4,"0,7208,7200,8","0,7208,7200,8,11623000"
11631000,"high calorie beverage, canned or powdered, reconstituted",4,7208,4,4,"0,7208,7200,8","0,7208,7200,8,11631000"
11641000,"meal supplement or replacement, milk-based, high protein, liquid",4,7208,4,4,"0,7208,7200,8","0,7208,7200,8,11641000"
11710000,"infant formula, nfs",4,9402,4,4,"0,9402,9400,14","0,9402,9400,14,11710000"
11710050,"infant formula, ns as to form (similac expert care alimentum)",4,9402,4,4,"0,9402,9400,14","0,9402,9400,14,11710050"
11710051,"infant formula, ready-to-feed (similac expert care alimentum)",4,9402,4,4,"0,9402,9400,14","0,9402,9400,14,11710051"
11710053,"infant formula, powder, made with water, nfs (similac expert care alimentum)",4,9404,4,4,"0,9404,9400,14","0,9404,9400,14,11710053"
11710054,"infant formula, powder, made with tap water (similac expert care alimentum)",4,9404,4,4,"0,9404,9400,14","0,9404,9400,14,11710054"
11710055,"infant formula, powder, made with plain bottled water (similac expert care alimentum)",4,9404,4,4,"0,9404,9400,14","0,9404,9400,14,11710055"
11710056,"infant formula, powder, made with baby water (similac expert care alimentum)",4,9404,4,4,"0,9404,9400,14","0,9404,9400,14,11710056"
11710060,"similac alimentum advance, with iron, infant formula, ns as to form",4,9402,4,4,"0,9402,9400,14","0,9402,9400,14,11710060"
11710061,"similac alimentum advance, with iron, infant formula, ready-to-feed",4,9402,4,4,"0,9402,9400,14","0,9402,9400,14,11710061"
11710063,"similac alimentum advance, with iron, infant formula, prepared from powder",4,9404,4,4,"0,9404,9400,14","0,9404,9400,14,11710063"
11710100,"enfamil, low iron, infant formula, ns as to form",4,9402,4,4,"0,9402,9400,14","0,9402,9400,14,11710100"
11710101,"enfamil, low iron, infant formula, ready-to-feed",4,9402,4,4,"0,9402,9400,14","0,9402,9400,14,11710101"
11710102,"enfamil, low iron, infant formula, prepared from liquid concentrate",4,9406,4,4,"0,9406,9400,14","0,9406,9400,14,11710102"
11710103,"enfamil, low iron, infant formula, prepared from powder",4,9404,4,4,"0,9404,9400,14","0,9404,9400,14,11710103"
11710200,"similac, low iron, infant formula, ns as to form",4,9402,4,4,"0,9402,9400,14","0,9402,9400,14,11710200"
11710201,"similac, low iron, infant formula, ready-to-feed",4,9402,4,4,"0,9402,9400,14","0,9402,9400,14,11710201"
11710202,"similac, low iron, infant formula, prepared from liquid concentrate",4,9406,4,4,"0,9406,9400,14","0,9406,9400,14,11710202"
11710203,"similac, low iron, infant formula, prepared from powder",4,9404,4,4,"0,9404,9400,14","0,9404,9400,14,11710203"
11710250,"similac natural care advance, low iron, with ara and dha, infant formula, ns as to form",4,9402,4,4,"0,9402,9400,14","0,9402,9400,14,11710250"
11710251,"similac natural care advance, low iron, with ara and dha, infant formula, ready-to-feed",4,9402,4,4,"0,9402,9400,14","0,9402,9400,14,11710251"
11710350,"infant formula, ns as to form (similac advance)",4,9402,4,4,"0,9402,9400,14","0,9402,9400,14,11710350"
11710351,"infant formula, ready-to-feed (similac advance)",4,9402,4,4,"0,9402,9400,14","0,9402,9400,14,11710351"
11710352,"infant formula, liquid concentrate, made with water, nfs (similac advance)",4,9406,4,4,"0,9406,9400,14","0,9406,9400,14,11710352"
11710353,"infant formula, powder, made with water, nfs (similac advance)",4,9404,4,4,"0,9404,9400,14","0,9404,9400,14,11710353"
11710354,"infant formula, liquid concentrate, made with tap water (similac advance)",4,9406,4,4,"0,9406,9400,14","0,9406,9400,14,11710354"
11710355,"infant formula, liquid concentrate, made with plain bottled water (similac advance)",4,9406,4,4,"0,9406,9400,14","0,9406,9400,14,11710355"
11710356,"infant formula, liquid concentrate, made with baby water (similac advance)",4,9406,4,4,"0,9406,9400,14","0,9406,9400,14,11710356"
11710357,"infant formula, powder, made with tap water (similac advance)",4,9404,4,4,"0,9404,9400,14","0,9404,9400,14,11710357"
11710358,"infant formula, powder, made with plain bottled water (similac advance)",4,9404,4,4,"0,9404,9400,14","0,9404,9400,14,11710358"
11710359,"infant formula, powder, made with baby water (similac advance)",4,9404,4,4,"0,9404,9400,14","0,9404,9400,14,11710359"
11710360,"infant formula, ns as to form (similac advance organic)",4,9402,4,4,"0,9402,9400,14","0,9402,9400,14,11710360"
11710361,"infant formula, ready-to-feed (similac advance organic)",4,9402,4,4,"0,9402,9400,14","0,9402,9400,14,11710361"
11710363,"infant formula, powder, made with water, nfs (similac advance organic)",4,9404,4,4,"0,9404,9400,14","0,9404,9400,14,11710363"
11710367,"infant formula, powder, made with tap water (similac advance organic)",4,9404,4,4,"0,9404,9400,14","0,9404,9400,14,11710367"
11710368,"infant formula, powder, made with plain bottled water (similac advance organic)",4,9404,4,4,"0,9404,9400,14","0,9404,9400,14,11710368"
11710369,"infant formula, powder, made with baby water (similac advance organic)",4,9404,4,4,"0,9404,9400,14","0,9404,9400,14,11710369"
11710370,"infant formula, ns as to form (similac sensitive)",4,9402,4,4,"0,9402,9400,14","0,9402,9400,14,11710370"
11710371,"infant formula, ready-to-feed (similac sensitive)",4,9402,4,4,"0,9402,9400,14","0,9402,9400,14,11710371"
11710372,"infant formula, liquid concentrate, made with water, nfs (similac sensitive)",4,9406,4,4,"0,9406,9400,14","0,9406,9400,14,11710372"
11710373,"infant formula, powder, made with water, nfs (similac sensitive)",4,9404,4,4,"0,9404,9400,14","0,9404,9400,14,11710373"
11710374,"infant formula, liquid concentrate, made with tap water (similac sensitive)",4,9406,4,4,"0,9406,9400,14","0,9406,9400,14,11710374"
11710375,"infant formula, liquid concentrate, made with plain bottled water (similac sensitive)",4,9406,4,4,"0,9406,9400,14","0,9406,9400,14,11710375"
11710376,"infant formula, liquid concentrate, made with baby water (similac sensitive)",4,9406,4,4,"0,9406,9400,14","0,9406,9400,14,11710376"
11710377,"infant formula, powder, made with tap water (similac sensitive)",4,9404,4,4,"0,9404,9400,14","0,9404,9400,14,11710377"
11710378,"infant formula, powder, made with plain bottled water (similac sensitive)",4,9404,4,4,"0,9404,9400,14","0,9404,9400,14,11710378"
11710379,"infant formula, powder, made with baby water (similac sensitive)",4,9404,4,4,"0,9404,9400,14","0,9404,9400,14,11710379"
11710380,"infant formula, ns as to form (similac for spit-up)",4,9402,4,4,"0,9402,9400,14","0,9402,9400,14,11710380"
11710381,"infant formula, ready-to-feed (similac for spit-up)",4,9402,4,4,"0,9402,9400,14","0,9402,9400,14,11710381"
11710383,"infant formula, powder, made with water, nfs (similac for spit-up)",4,9404,4,4,"0,9404,9400,14","0,9404,9400,14,11710383"
11710400,"similac, with iron, infant formula, ns as to form",4,9402,4,4,"0,9402,9400,14","0,9402,9400,14,11710400"
11710401,"similac, with iron, infant formula, ready-to-feed",4,9402,4,4,"0,9402,9400,14","0,9402,9400,14,11710401"
11710402,"similac, with iron, infant formula, prepared from liquid concentrate",4,9406,4,4,"0,9406,9400,14","0,9406,9400,14,11710402"
11710403,"similac, with iron, infant formula, prepared from powder",4,9404,4,4,"0,9404,9400,14","0,9404,9400,14,11710403"
11710450,"similac special care advance 24, with iron, ara and dha, infant formula, ns as to form",4,9402,4,4,"0,9402,9400,14","0,9402,9400,14,11710450"
11710451,"similac special care advance 24, with iron, ara and dha, infant formula, ready-to-feed",4,9402,4,4,"0,9402,9400,14","0,9402,9400,14,11710451"
11710470,"infant formula, ns as to form (similac expert care neosure)",4,9402,4,4,"0,9402,9400,14","0,9402,9400,14,11710470"
11710471,"infant formula, ready-to-feed (similac expert care neosure)",4,9402,4,4,"0,9402,9400,14","0,9402,9400,14,11710471"
11710473,"infant formula, powder, made with water, nfs (similac expert care neosure)",4,9404,4,4,"0,9404,9400,14","0,9404,9400,14,11710473"
11710477,"infant formula, powder, made with tap water (similac expert care neosure)",4,9404,4,4,"0,9404,9400,14","0,9404,9400,14,11710477"
11710478,"infant formula, powder, made with plain bottled water (similac expert care neosure)",4,9404,4,4,"0,9404,9400,14","0,9404,9400,14,11710478"
11710479,"infant formula, powder, made with baby water (similac expert care neosure)",4,9404,4,4,"0,9404,9400,14","0,9404,9400,14,11710479"
11710480,"infant formula, ns as to form (similac go and grow)",4,9402,4,4,"0,9402,9400,14","0,9402,9400,14,11710480"
11710481,"infant formula, powder, made with water, nfs (similac go and grow)",4,9404,4,4,"0,9404,9400,14","0,9404,9400,14,11710481"
11710600,"enfamil, with iron, infant formula, ns as to form",4,9402,4,4,"0,9402,9400,14","0,9402,9400,14,11710600"
11710601,"enfamil, with iron, infant formula, ready-to-feed",4,9402,4,4,"0,9402,9400,14","0,9402,9400,14,11710601"
11710602,"enfamil, with iron, infant formula, prepared from liquid concentrate",4,9406,4,4,"0,9406,9400,14","0,9406,9400,14,11710602"
11710603,"enfamil, with iron, infant formula, prepared from powder",4,9404,4,4,"0,9404,9400,14","0,9404,9400,14,11710603"
11710620,"infant formula, ns as to form (enfamil newborn)",4,9402,4,4,"0,9402,9400,14","0,9402,9400,14,11710620"
11710621,"infant formula, ready-to-feed (enfamil newborn)",4,9402,4,4,"0,9402,9400,14","0,9402,9400,14,11710621"
11710626,"infant formula, powder, made with water, nfs (enfamil newborn)",4,9404,4,4,"0,9404,9400,14","0,9404,9400,14,11710626"
11710627,"infant formula, powder, made with tap water (enfamil newborn)",4,9404,4,4,"0,9404,9400,14","0,9404,9400,14,11710627"
11710628,"infant formula, powder, made with plain bottled water (enfamil newborn)",4,9404,4,4,"0,9404,9400,14","0,9404,9400,14,11710628"
11710629,"infant formula, powder, made with baby water (enfamil newborn)",4,9404,4,4,"0,9404,9400,14","0,9404,9400,14,11710629"
11710630,"infant formula, ns as to form (enfamil infant)",4,9402,4,4,"0,9402,9400,14","0,9402,9400,14,11710630"
11710631,"infant formula, ready-to-feed (enfamil infant)",4,9402,4,4,"0,9402,9400,14","0,9402,9400,14,11710631"
11710632,"infant formula, liquid concentrate, made with water, nfs (enfamil infant)",4,9406,4,4,"0,9406,9400,14","0,9406,9400,14,11710632"
11710633,"infant formula, liquid concentrate, made with tap water (enfamil infant)",4,9406,4,4,"0,9406,9400,14","0,9406,9400,14,11710633"
11710634,"infant formula, liquid concentrate, made with plain bottled water (enfamil infant)",4,9406,4,4,"0,9406,9400,14","0,9406,9400,14,11710634"
11710635,"infant formula, liquid concentrate, made with baby water (enfamil infant)",4,9406,4,4,"0,9406,9400,14","0,9406,9400,14,11710635"
11710636,"infant formula, powder, made with water, nfs (enfamil infant)",4,9404,4,4,"0,9404,9400,14","0,9404,9400,14,11710636"
11710637,"infant formula, powder, made with tap water (enfamil infant)",4,9404,4,4,"0,9404,9400,14","0,9404,9400,14,11710637"
11710638,"infant formula, powder, made with plain bottled water (enfamil infant)",4,9404,4,4,"0,9404,9400,14","0,9404,9400,14,11710638"
11710639,"infant formula, powder, made with baby water (enfamil infant)",4,9404,4,4,"0,9404,9400,14","0,9404,9400,14,11710639"
11710660,"infant formula, ns as to form (enfamil a.r.)",4,9402,4,4,"0,9402,9400,14","0,9402,9400,14,11710660"
11710661,"infant formula, ready-to-feed (enfamil a.r.)",4,9402,4,4,"0,9402,9400,14","0,9402,9400,14,11710661"
11710663,"infant formula, powder, made with water, nfs (enfamil a.r.)",4,9404,4,4,"0,9404,9400,14","0,9404,9400,14,11710663"
11710664,"infant formula, powder, made with tap water (enfamil a.r.)",4,9404,4,4,"0,9404,9400,14","0,9404,9400,14,11710664"
11710665,"infant formula, ns as to form (enfamil enfacare)",4,9402,4,4,"0,9402,9400,14","0,9402,9400,14,11710665"
11710666,"infant formula, ready-to-feed (enfamil enfacare)",4,9402,4,4,"0,9402,9400,14","0,9402,9400,14,11710666"
11710667,"infant formula, powder, made with water, nfs (enfamil enfacare)",4,9404,4,4,"0,9404,9400,14","0,9404,9400,14,11710667"
11710668,"infant formula, powder, made with plain bottled water (enfamil a.r.)",4,9404,4,4,"0,9404,9400,14","0,9404,9400,14,11710668"
11710669,"infant formula, powder, made with baby water (enfamil a.r.)",4,9404,4,4,"0,9404,9400,14","0,9404,9400,14,11710669"
11710670,"infant formula, ns as to form (enfamil gentlease)",4,9402,4,4,"0,9402,9400,14","0,9402,9400,14,11710670"
11710671,"infant formula, ready-to-feed (enfamil gentlease)",4,9402,4,4,"0,9402,9400,14","0,9402,9400,14,11710671"
11710673,"infant formula, powder, made with water, nfs (enfamil gentlease)",4,9404,4,4,"0,9404,9400,14","0,9404,9400,14,11710673"
11710674,"infant formula, powder, made with tap water (enfamil enfacare)",4,9404,4,4,"0,9404,9400,14","0,9404,9400,14,11710674"
11710675,"infant formula, powder, made with plain bottled water (enfamil enfacare)",4,9404,4,4,"0,9404,9400,14","0,9404,9400,14,11710675"
11710676,"infant formula, powder, made with baby water (enfamil enfacare)",4,9404,4,4,"0,9404,9400,14","0,9404,9400,14,11710676"
11710677,"infant formula, powder, made with tap water (enfamil gentlease)",4,9404,4,4,"0,9404,9400,14","0,9404,9400,14,11710677"
11710678,"infant formula, powder, made with plain bottled water (enfamil gentlease)",4,9404,4,4,"0,9404,9400,14","0,9404,9400,14,11710678"
11710679,"infant formula, powder, made with baby water (enfamil gentlease)",4,9404,4,4,"0,9404,9400,14","0,9404,9400,14,11710679"
11710680,"infant formula, ns as to form (enfamil enfagrow toddler transitions)",4,9402,4,4,"0,9402,9400,14","0,9402,9400,14,11710680"
11710681,"infant formula, ready-to-feed (enfamil enfragrow toddler transitions)",4,9402,4,4,"0,9402,9400,14","0,9402,9400,14,11710681"
11710683,"infant formula, powder, made with water, nfs (enfamil enfragrow toddler transitions)",4,9404,4,4,"0,9404,9400,14","0,9404,9400,14,11710683"
11710687,"infant formula, powder, made with tap water (enfamil enfagrow toddler transitions)",4,9404,4,4,"0,9404,9400,14","0,9404,9400,14,11710687"
11710688,"infant formula, powder, made with plain bottled water (enfamil enfagrow toddler transitions)",4,9404,4,4,"0,9404,9400,14","0,9404,9400,14,11710688"
11710689,"infant formula, powder, made with baby water (enfamil enfagrow toddler transitions)",4,9404,4,4,"0,9404,9400,14","0,9404,9400,14,11710689"
11710690,"infant formula, ns as to form (enfamil enfagrow toddler transitions gentlease)",4,9402,4,4,"0,9402,9400,14","0,9402,9400,14,11710690"
11710693,"infant formula, powder, made with water, nfs (enfamil enfagrow toddler transitions gentlease)",4,9404,4,4,"0,9404,9400,14","0,9404,9400,14,11710693"
11710697,"infant formula, powder, made with tap water (enfamil enfagrow toddler transitions gentlease)",4,9404,4,4,"0,9404,9400,14","0,9404,9400,14,11710697"
11710698,"infant formula, powder, made with plain bottled water (enfamil enfagrow toddler transitions gentlease)",4,9404,4,4,"0,9404,9400,14","0,9404,9400,14,11710698"
11710699,"infant formula, powder, made with baby water (enfamil enfagrow toddler transitions gentlease)",4,9404,4,4,"0,9404,9400,14","0,9404,9400,14,11710699"
11710710,"lactofree, with iron, infant formula, ns as to form",4,9402,4,4,"0,9402,9400,14","0,9402,9400,14,11710710"
11710711,"lactofree, with iron, infant formula, ready-to-feed",4,9402,4,4,"0,9402,9400,14","0,9402,9400,14,11710711"
11710712,"lactofree, with iron, infant formula, prepared from liquid concentrate",4,9406,4,4,"0,9406,9400,14","0,9406,9400,14,11710712"
11710713,"lactofree, with iron, infant formula, prepared from powder",4,9404,4,4,"0,9404,9400,14","0,9404,9400,14,11710713"
11710720,"enfamil lactofree lipil, with iron, infant formula, ns as to form",4,9402,4,4,"0,9402,9400,14","0,9402,9400,14,11710720"
11710721,"enfamil lactofree lipil, with iron, infant formula, ready-to-feed",4,9402,4,4,"0,9402,9400,14","0,9402,9400,14,11710721"
11710722,"enfamil lactofree lipil, with iron, infant formula, prepared from liquid concentrate",4,9406,4,4,"0,9406,9400,14","0,9406,9400,14,11710722"
11710723,"enfamil lactofree lipil, with iron, infant formula, prepared from powder",4,9404,4,4,"0,9404,9400,14","0,9404,9400,14,11710723"
11710800,"infant formula, ns as to form (pediasure)",4,9402,4,4,"0,9402,9400,14","0,9402,9400,14,11710800"
11710801,"infant formula, ready-to-feed (pediasure)",4,9402,4,4,"0,9402,9400,14","0,9402,9400,14,11710801"
11710805,"infant formula, with fiber, ns as to form (pediasure fiber)",4,9402,4,4,"0,9402,9400,14","0,9402,9400,14,11710805"
11710806,"infant formula, with fiber, ready-to-feed (pediasure fiber)",4,9402,4,4,"0,9402,9400,14","0,9402,9400,14,11710806"
11710900,"good start supreme, with iron, infant formula, ns as to form (formerly carnation good start)",4,9402,4,4,"0,9402,9400,14","0,9402,9400,14,11710900"
11710901,"good start supreme, with iron, infant formula, ready-to-feed (formerly carnation good start)",4,9402,4,4,"0,9402,9400,14","0,9402,9400,14,11710901"
11710902,"good start supreme, with iron, infant formula, prepared from liquid concentrate (formerly carnation good start)",4,9406,4,4,"0,9406,9400,14","0,9406,9400,14,11710902"
11710903,"good start supreme, with iron, infant formula, prepared from powder (formerly carnation good start)",4,9404,4,4,"0,9404,9400,14","0,9404,9400,14,11710903"
11710910,"infant formula, ns as to form (gerber good start gentle)",4,9402,4,4,"0,9402,9400,14","0,9402,9400,14,11710910"
11710911,"infant formula, ready-to-feed (gerber good start gentle)",4,9402,4,4,"0,9402,9400,14","0,9402,9400,14,11710911"
11710912,"infant formula, liquid concentrate, made with water, nfs (gerber good start gentle)",4,9406,4,4,"0,9406,9400,14","0,9406,9400,14,11710912"
11710913,"infant formula, powder, made with water, nfs (gerber good start gentle)",4,9404,4,4,"0,9404,9400,14","0,9404,9400,14,11710913"
11710914,"infant formula, liquid concentrate, made with tap water (gerber good start gentle)",4,9406,4,4,"0,9406,9400,14","0,9406,9400,14,11710914"
11710915,"infant formula, liquid concentrate, made with plain bottled water (gerber good start gentle)",4,9406,4,4,"0,9406,9400,14","0,9406,9400,14,11710915"
11710916,"infant formula, liquid concentrate, made with baby water (gerber good start gentle)",4,9406,4,4,"0,9406,9400,14","0,9406,9400,14,11710916"
11710917,"infant formula, powder, made with tap water (gerber good start gentle)",4,9404,4,4,"0,9404,9400,14","0,9404,9400,14,11710917"
11710918,"infant formula, powder, made with plain bottled water (gerber good start gentle)",4,9404,4,4,"0,9404,9400,14","0,9404,9400,14,11710918"
11710919,"infant formula, powder, made with baby water (gerber good start gentle)",4,9404,4,4,"0,9404,9400,14","0,9404,9400,14,11710919"
11710920,"infant formula, ns as to form (gerber good start protect)",4,9402,4,4,"0,9402,9400,14","0,9402,9400,14,11710920"
11710923,"infant formula, powder, made with water, nfs (gerber good start protect)",4,9404,4,4,"0,9404,9400,14","0,9404,9400,14,11710923"
11710927,"infant formula, powder, made with tap water (gerber good start protect)",4,9404,4,4,"0,9404,9400,14","0,9404,9400,14,11710927"
11710928,"infant formula, powder, made with plain bottled water (gerber good start protect)",4,9404,4,4,"0,9404,9400,14","0,9404,9400,14,11710928"
11710929,"infant formula, powder, made with baby water (gerber good start protect)",4,9404,4,4,"0,9404,9400,14","0,9404,9400,14,11710929"
11710930,"infant formula, ns as to form (gerber graduates gentle)",4,9402,4,4,"0,9402,9400,14","0,9402,9400,14,11710930"
11710940,"infant formula, ns as to form (gerber graduates protect)",4,9402,4,4,"0,9402,9400,14","0,9402,9400,14,11710940"
11710950,"good start 2 essentials, with iron, infant formula, ns as to form (formerly carnation follow-up, with iron...)",4,9402,4,4,"0,9402,9400,14","0,9402,9400,14,11710950"
