category_number,drxfcsd,parent,level,max_level_by_num,max_level_skips,ancestors,branch
11710639,"INFANT FORMULA, POWDER, MADE WITH BABY WATER (ENFAMIL INFANT",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710639"
11710660,"INFANT FORMULA, NS AS TO FORM (ENFAMIL A.R.)",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710660"
11710661,"INFANT FORMULA, READY-TO-FEED (ENFAMIL A.R.)",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710661"
11710663,"INFANT FORMULA, POWDER, MADE WITH WATER, NFS (ENFAMIL A.R.)",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710663"
11710664,"INFANT FORMULA, POWDER, MADE WITH TAP WATER (ENFAMIL A.R.)",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710664"
11710665,"INFANT FORMULA, NS AS TO FORM (ENFAMIL ENFACARE)",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710665"
11710666,"INFANT FORMULA, READY-TO-FEED (ENFAMIL ENFACARE)",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710666"
11710667,"INFANT FORMULA, POWDER, MADE WITH WATER, NFS (ENFAMIL ENFACA",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710667"
11710668,"INFANT FORMULA, POWDER, MADE WITH PLAIN BOTTLED WATER (ENFAM",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710668"
11710669,"INFANT FORMULA, POWDER, MADE WITH BABY WATER (ENFAMIL A.R.)",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710669"
11710670,"INFANT FORMULA, NS AS TO FORM (ENFAMIL GENTLEASE)",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710670"
11710671,"INFANT FORMULA, READY-TO-FEED (ENFAMIL GENTLEASE)",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710671"
11710673,"INFANT FORMULA, POWDER, MADE WITH WATER, NFS (ENFAMIL GENTLE",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710673"
11710674,"INFANT FORMULA, POWDER, MADE WITH TAP WATER (ENFAMIL ENFACAR",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710674"
11710675,"INFANT FORMULA, POWDER, MADE WITH PLAIN BOTTLED WATER (ENFAM",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710675"
11710676,"INFANT FORMULA, POWDER, MADE WITH BABY WATER (ENFAMIL ENFACA",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710676"
11710677,"INFANT FORMULA, POWDER, MADE WITH TAP WATER (ENFAMIL GENTLEA",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710677"
11710678,"INFANT FORMULA, POWDER, MADE WITH PLAIN BOTTLED WATER (ENFAM",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710678"
11710679,"INFANT FORMULA, POWDER, MADE WITH BABY WATER (ENFAMIL GENTLE",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710679"
11710680,"INFANT FORMULA, NS AS TO FORM (ENFAMIL ENFAGROW TODDLER TRAN",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710680"
11710681,"INFANT FORMULA, READY-TO-FEED (ENFAMIL ENFRAGROW TODDLER TRA",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710681"
11710683,"INFANT FORMULA, POWDER, MADE WITH WATER, NFS (ENFAMIL ENFRAG",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710683"
11710687,"INFANT FORMULA, POWDER, MADE WITH TAP WATER (ENFAMIL ENFAGRO",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710687"
11710688,"INFANT FORMULA, POWDER, MADE WITH PLAIN BOTTLED WATER (ENFAM",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710688"
11710689,"INFANT FORMULA, POWDER, MADE WITH BABY WATER (ENFAMIL ENFAGR",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710689"
11710690,"INFANT FORMULA, NS AS TO FORM (ENFAMIL ENFAGROW TODDLER TRAN",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710690"
11710693,"INFANT FORMULA, POWDER, MADE WITH WATER, NFS (ENFAMIL ENFAGR",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710693"
11710697,"INFANT FORMULA, POWDER, MADE WITH TAP WATER (ENFAMIL ENFAGRO",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710697"
11710698,"INFANT FORMULA, POWDER, MADE WITH PLAIN BOTTLED WATER (ENFAM",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710698"
11710699,"INFANT FORMULA, POWDER, MADE WITH BABY WATER (ENFAMIL ENFAGR",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710699"
11710710,"LACTOFREE, W/ IRON, INFANT FORMULA, NS FORM",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710710"
11710711,"LACTOFREE, W/ IRON, INFANT FORMULA, RTF",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710711"
11710712,"LACTOFREE, W/ IRON, INFANT FORMULA, FROM LIQ CONC",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710712"
11710713,"LACTOFREE, W/ IRON, INFANT FORMULA, PREP FROM PDR",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710713"
11710720,"ENFAMIL LACTOFREE LIPIL, W/ IRON, INF FORMULA, NS FORM",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710720"
11710721,"ENFAMIL LACTOFREE LIPIL, W/IRON, INF FORMULA, RTF",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710721"
11710722,"ENFAMIL LACTOFREE LIPIL, W/IRON, INF FORMULA, FROM LIQ CONC",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710722"
11710723,"ENFAMIL LACTOFREE LIPIL,W/IRON, INF FORMULA, PREP FROM PDR",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710723"
11710800,"INFANT FORMULA, NS AS TO FORM (PEDIASURE)",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710800"
11710801,"INFANT FORMULA, READY-TO-FEED (PEDIASURE)",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710801"
11710805,"INFANT FORMULA, WITH FIBER, NS AS TO FORM (PEDIASURE FIBER)",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710805"
11710806,"INFANT FORMULA, WITH FIBER, READY-TO-FEED (PEDIASURE FIBER)",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710806"
11710900,"GOOD START SUPREME, W IRON, INFANT FORMULA, NS FORM",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710900"
11710901,"GOOD START SUPREME, W/ IRON, INFANT FORMULA, RTF",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710901"
11710902,"GOOD START SUPREME, W/ IRON, INFANT FORMULA, FROM LIQ CONC",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710902"
11710903,"GOOD START SUPREME, W/ IRON, INFANT FORMULA, PREP FROM PDR",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710903"
11710910,"INFANT FORMULA, NS AS TO FORM (GERBER GOOD START GENTLE)",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710910"
11710911,"INFANT FORMULA, READY-TO-FEED (GERBER GOOD START GENTLE)",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710911"
11710912,"INFANT FORMULA, LIQUID CONCENTRATE, MADE WITH WATER, NFS (GE",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710912"
11710913,"INFANT FORMULA, POWDER, MADE WITH WATER, NFS (GERBER GOOD ST",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710913"
11710914,"INFANT FORMULA, LIQUID CONCENTRATE, MADE WITH TAP WATER (GER",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710914"
11710915,"INFANT FORMULA, LIQUID CONCENTRATE, MADE WITH PLAIN BOTTLED",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710915"
11710916,"INFANT FORMULA, LIQUID CONCENTRATE, MADE WITH BABY WATER (GE",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710916"
11710917,"INFANT FORMULA, POWDER, MADE WITH TAP WATER (GERBER GOOD STA",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710917"
11710918,"INFANT FORMULA, POWDER, MADE WITH PLAIN BOTTLED WATER (GERBE",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710918"
11710919,"INFANT FORMULA, POWDER, MADE WITH BABY WATER (GERBER GOOD ST",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710919"
11710920,"INFANT FORMULA, NS AS TO FORM (GERBER GOOD START PROTECT)",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710920"
11710923,"INFANT FORMULA, POWDER, MADE WITH WATER, NFS (GERBER GOOD ST",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710923"
11710927,"INFANT FORMULA, POWDER, MADE WITH TAP WATER (GERBER GOOD STA",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710927"
11710928,"INFANT FORMULA, POWDER, MADE WITH PLAIN BOTTLED WATER (GERBE",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710928"
11710929,"INFANT FORMULA, POWDER, MADE WITH BABY WATER (GERBER GOOD ST",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710929"
11710930,"INFANT FORMULA, NS AS TO FORM (GERBER GRADUATES GENTLE)",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710930"
11710940,"INFANT FORMULA, NS AS TO FORM (GERBER GRADUATES PROTECT)",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710940"
11710950,"GOOD START 2 ESSENTIALS, W/ IRON, INFANT FORMULA, NS FORM",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710950"
11710951,"GOOD START 2 ESSENTIALS, W/IRON, INFANT FORMULA, RTF",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710951"
11710952,"GOOD START 2 ESSENTIALS, W/ IRON, INF FORMULA, FROM LIQ CONC",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710952"
11710953,"GOOD START 2 ESSENTIALS, W/ IRON, INF FORMULA, PREP FROM PDR",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710953"
11710960,"INFANT FORMULA, NS AS TO FORM (STORE BRAND)",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710960"
11710961,"INFANT FORMULA, LIQUID CONCENTRATE, MADE WITH WATER, NFS (ST",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710961"
11710962,"INFANT FORMULA, POWDER, MADE WITH WATER, NFS (STORE BRAND)",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710962"
11710963,"INFANT FORMULA, READY-TO-FEED (STORE BRAND)",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710963"
11710964,"INFANT FORMULA, LIQUID CONCENTRATE, MADE WITH TAP WATER (STO",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710964"
11710965,"INFANT FORMULA, LIQUID CONCENTRATE, MADE WITH PLAIN BOTTLED",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710965"
11710966,"INFANT FORMULA, LIQUID CONCENTRATE, MADE WITH BABY WATER (ST",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710966"
11710967,"INFANT FORMULA, POWDER, MADE WITH TAP WATER (STORE BRAND)",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710967"
11710968,"INFANT FORMULA, POWDER, MADE WITH PLAIN BOTTLED WATER (STORE",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710968"
11710969,"INFANT FORMULA, POWDER, MADE WITH BABY WATER (STORE BRAND)",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11710969"
11720300,"ENFAMIL PROSOBEE, W/ IRON, INFANT FORMULA, NS FORM",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11720300"
11720301,"ENFAMIL PROSOBEE, W/ IRON, INFANT FORMULA, READY-TO-FEED",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11720301"
11720302,"ENFAMIL PROSOBEE, W/ IRON, INFANT FORMULA, FROM LIQ CONC",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11720302"
11720303,"ENFAMIL PROSOBEE, W/ IRON, INFANT FORMULA, PREP FROM PDR",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11720303"
11720310,"INFANT FORMULA, NS AS TO FORM (ENFAMIL PROSOBEE)",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11720310"
11720311,"INFANT FORMULA, READY-TO-FEED (ENFAMIL PROSOBEE)",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11720311"
11720312,"INFANT FORMULA, LIQUID CONCENTRATE, MADE WITH WATER, NFS (EN",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11720312"
11720313,"INFANT FORMULA, POWDER, MADE WITH WATER, NFS (ENFAMIL PROSOB",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11720313"
11720314,"INFANT FORMULA, LIQUID CONCENTRATE, MADE WITH TAP WATER (ENF",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11720314"
11720315,"INFANT FORMULA, LIQUID CONCENTRATE, MADE WITH PLAIN BOTTLED",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11720315"
11720316,"INFANT FORMULA, LIQUID CONCENTRATE, MADE WITH BABY WATER (EN",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11720316"
11720317,"INFANT FORMULA, POWDER, MADE WITH TAP WATER (ENFAMIL PROSOBE",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11720317"
11720318,"INFANT FORMULA, POWDER, MADE WITH PLAIN BOTTLED WATER (ENFAM",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11720318"
11720319,"INFANT FORMULA, POWDER, MADE WITH BABY WATER (ENFAMIL PROSOB",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11720319"
11720320,"INFANT FORMULA, NS AS TO FORM (ENFAMIL ENFAGROW TODDLER TRAN",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11720320"
11720323,"INFANT FORMULA, POWDER, MADE WITH WATER, NFS (ENFAMIL ENFAGR",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11720323"
11720400,"SIMILAC ISOMIL, WITH IRON, INFANT FORMULA, NS AS TO FORM",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11720400"
11720401,"SIMILAC ISOMIL, WITH IRON, INFANT FORMULA, READY-TO-FEED",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11720401"
11720402,"SIMILAC ISOMIL, WITH IRON, INFANT FORMULA, FROM LIQUID",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11720402"
11720403,"SIMILAC ISOMIL, W/IRON, INFANT FORMULA, PREPARED FROM POWDER",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11720403"
11720410,"INFANT FORMULA, NS AS TO FORM (SIMILAC ISOMIL SOY)",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11720410"
11720411,"INFANT FORMULA, READY-TO-FEED (SIMILAC ISOMIL SOY)",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11720411"
11720412,"INFANT FORMULA, LIQUID CONCENTRATE, MADE WITH WATER, NFS (SI",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11720412"
11720413,"INFANT FORMULA, POWDER, MADE WITH WATER, NFS (SIMILAC ISOMIL",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11720413"
11720414,"INFANT FORMULA, LIQUID CONCENTRATE, MADE WITH TAP WATER (SIM",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11720414"
11720415,"INFANT FORMULA, LIQUID CONCENTRATE, MADE WITH PLAIN BOTTLED",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11720415"
11720416,"INFANT FORMULA, LIQUID CONCENTRATE, MADE WITH BABY WATER (SI",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11720416"
11720417,"INFANT FORMULA, POWDER, MADE WITH TAP WATER (SIMILAC ISOMIL",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11720417"
11720418,"INFANT FORMULA, POWDER, MADE WITH PLAIN BOTTLED WATER (SIMIL",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11720418"
11720419,"INFANT FORMULA, POWDER, MADE WITH BABY WATER (SIMILAC ISOMIL",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11720419"
11720430,"INFANT FORMULA, NS AS TO FORM (SIMILAC EXPERT CARE FOR DIARR",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11720430"
11720431,"INFANT FORMULA, READY-TO-FEED (SIMILAC EXPERT CARE FOR DIARR",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11720431"
11720600,"GOOD START ESSENTIALS SOY, W/ IRON, INFANT FORMULA, NS FORM",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11720600"
11720601,"GOOD START ESSENTIALS SOY, W/ IRON, INFANT FORMULA, RTF",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11720601"
11720602,"GOOD START ESSENTIALS SOY, W/ IRON,INF FORMULA,FROM LIQ CONC",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11720602"
11720603,"GOOD START ESSENTIALS SOY, W/ IRON,INF FORMULA,PREP FROM PDR",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11720603"
11720610,"INFANT FORMULA, NS AS TO FORM (GERBER GOOD START SOY)",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11720610"
11720611,"INFANT FORMULA, READY-TO-FEED (GERBER GOOD START SOY)",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11720611"
11720612,"INFANT FORMULA, LIQUID CONCENTRATE, MADE WITH WATER, NFS (GE",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11720612"
11720613,"INFANT FORMULA, POWDER, MADE WITH WATER, NFS (GERBER GOOD ST",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11720613"
11720614,"INFANT FORMULA, LIQUID CONCENTRATE, MADE WITH TAP WATER (GER",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11720614"
11720615,"INFANT FORMULA, LIQUID CONCENTRATE, MADE WITH PLAIN BOTTLED",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11720615"
11720616,"INFANT FORMULA, LIQUID CONCENTRATE, MADE WITH BABY WATER (GE",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11720616"
11720617,"INFANT FORMULA, POWDER, MADE WITH TAP WATER (GERBER GOOD STA",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11720617"
11720618,"INFANT FORMULA, POWDER, MADE WITH PLAIN BOTTLED WATER (GERBE",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11720618"
11720619,"INFANT FORMULA, POWDER, MADE WITH BABY WATER (GERBER GOOD ST",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11720619"
11720620,"INFANT FORMULA, NS AS TO FORM (GERBER GRADUATES SOY)",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11720620"
11720703,"NEXT STEP PROSOBEE, W/ IRON, INFANT FORMULA, PREP FROM PDR",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11720703"
11720800,"INFANT FORMULA, NS AS TO FORM (STORE BRAND SOY)",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11720800"
11720801,"INFANT FORMULA, READY-TO-FEED (STORE BRAND SOY)",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11720801"
11720802,"INFANT FORMULA, LIQUID CONCENTRATE, MADE WITH WATER, NFS (ST",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11720802"
11720803,"INFANT FORMULA, POWDER, MADE WITH WATER, NFS (STORE BRAND SO",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11720803"
11720804,"AMERICA'S STORE BRAND SOY,INF FORM, FR LIQ CONC,W/TAP WATER",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11720804"
11720805,"AMERICA'S STORE BRAND SOY,INF FORM,FR LIQ CONC,W/BOT WATER",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11720805"
11720806,"AMERICA'S STORE BRAND SOY,INF FORM,FR LIQ CONC,W/BABY WATER",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11720806"
11720807,"INFANT FORMULA, POWDER, MADE WITH TAP WATER (STORE BRAND SOY",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11720807"
11720808,"INFANT FORMULA, POWDER, MADE WITH PLAIN BOTTLED WATER (STORE",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11720808"
11720809,"INFANT FORMULA, POWDER, MADE WITH BABY WATER (STORE BRAND SO",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11720809"
11740300,"NUTRAMIGEN, W/ IRON, INFANT FORMULA, NS AS TO FORM",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11740300"
11740301,"NUTRAMIGEN, W/ IRON, INFANT FORMULA, READY-TO-FEED",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11740301"
11740302,"NUTRAMIGEN, W/ IRON, INFANT FORMULA, FR  LIQUID CONCENTRATE",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11740302"
11740303,"NUTRAMIGEN, W/ IRON, INFANT FORMULA, PREPARED FROM POWDER",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11740303"
11740310,"INFANT FORMULA, NS AS TO FORM (ENFAMIL NUTRAMIGEN)",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11740310"
11740311,"INFANT FORMULA, READY-TO-FEED (ENFAMIL NUTRAMIGEN)",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11740311"
11740312,"INFANT FORMULA, LIQUID CONCENTRATE, MADE WITH WATER, NFS (EN",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11740312"
11740313,"INFANT FORMULA, POWDER, MADE WITH WATER, NFS (ENFAMIL NUTRAM",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11740313"
11740320,"INFANT FORMULA, NS AS TO FORM (PURAMINO)",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11740320"
11740323,"INFANT FORMULA, POWDER, MADE WITH WATER, NFS (PURAMINO)",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11740323"
11740400,"INFANT FORMULA, NS AS TO FORM (ENFAMIL PREGESTIMIL)",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11740400"
11740401,"INFANT FORMULA, READY-TO-FEED (ENFAMIL PREGESTIMIL)",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11740401"
11740403,"INFANT FORMULA, POWDER, MADE WITH WATER, NFS (ENFAMIL PREGES",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11740403"
11740503,"SIMILAC PM 60/40, LOW IRON, INFANT FORMULA, PREP FROM PDR",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11740503"
11740511,"INFANT FORMULA, READY-TO-FEED, LOW IRON (ENFAMIL PREMATURE 2",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11740511"
11740521,"INFANT FORMULA, READY-TO-FEED, WITH IRON (ENFAMIL PREMATURE",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11740521"
11740600,"PORTAGEN, W/ IRON, INFANT FORMULA, NS AS TO FORM",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11740600"
11740603,"PORTAGEN, W/ IRON, INFANT FORMULA, PREPARED FROM POWDER",11700000,4,4,4,"11700000,19000000,1,0","11700000,19000000,1,0,11740603"
11810000,"MILK, DRY, NOT RECONSTITUTED, NS AS TO FAT CONTENT",11800000,4,4,4,"11800000,19000000,1,0","11800000,19000000,1,0,11810000"
11811000,"MILK, DRY, NOT RECONSTITUTED, WHOLE",11800000,4,4,4,"11800000,19000000,1,0","11800000,19000000,1,0,11811000"
11812000,"MILK, DRY, NOT RECONSTITUTED, LOW FAT (1%)",11800000,4,4,4,"11800000,19000000,1,0","11800000,19000000,1,0,11812000"
11813000,"MILK, DRY, NOT RECONSTITUTED, FAT FREE (SKIM)",11800000,4,4,4,"11800000,19000000,1,0","11800000,19000000,1,0,11813000"
11820000,"BUTTERMILK, DRY, NOT RECONSTITUTED",11800000,4,4,4,"11800000,19000000,1,0","11800000,19000000,1,0,11820000"
11825000,"WHEY, SWEET, DRY",11800000,4,4,4,"11800000,19000000,1,0","11800000,19000000,1,0,11825000"
11830120,"COCOA W/ WHEY, LO CAL SWEETENER, FORTIFIED, DRY MIX",11800000,4,4,4,"11800000,19000000,1,0","11800000,19000000,1,0,11830120"
11830140,"CHOCOLATE, INST, DRY MIX, FORTIFD, NOT RECONST,P.R.",11800000,4,4,4,"11800000,19000000,1,0","11800000,19000000,1,0,11830140"
11830150,"COCOA POWDER, NOT RECONSTITUTED",11800000,4,4,4,"11800000,19000000,1,0","11800000,19000000,1,0,11830150"
11830160,"CHOCOLATE BEVERAGE POWDER, DRY MIX, NOT RECONSTITUTED",11800000,4,4,4,"11800000,19000000,1,0","11800000,19000000,1,0,11830160"
11830165,"CHOCOLATE BEVERAGE POWDER, LIGHT, DRY MIX, NOT RECONSTITUTED",11800000,4,4,4,"11800000,19000000,1,0","11800000,19000000,1,0,11830165"
11830200,"MILK, MALTED, DRY, UNFORTIFD, NOT RECONST, NOT CHOC",11800000,4,4,4,"11800000,19000000,1,0","11800000,19000000,1,0,11830200"
11830250,"MILK, MALTED, DRY, UNFORTIFIED, NOT RECONST, CHOC",11800000,4,4,4,"11800000,19000000,1,0","11800000,19000000,1,0,11830250"
