category_number,drxfcsd,parent,level,max_level_by_num,max_level_skips,ancestors,branch
11480010,"YOGURT, WHOLE MILK, BABY FOOD",11480000,5,5,5,"11480000,11400000,19000000,1,0","11480000,11400000,19000000,1,0,11480010"
11480020,"YOGURT, WHOLE MILK, BABY FOOD, WITH FRUIT AND MULTIGRAIN CER",11480000,5,5,5,"11480000,11400000,19000000,1,0","11480000,11400000,19000000,1,0,11480020"
11480030,"YOGURT, WHOLE MILK, BABY FOOD, WITH FRUIT AND MULTIGRAIN CER",11480000,5,5,5,"11480000,11400000,19000000,1,0","11480000,11400000,19000000,1,0,11480030"
11480040,"YOGURT, WHOLE MILK, BABY FOOD, WITH FRUIT AND MULTIGRAIN CER",11480000,5,5,5,"11480000,11400000,19000000,1,0","11480000,11400000,19000000,1,0,11480040"
25110120,"BEEF LIVER, BRAISED",25110000,5,5,5,"25110000,25100000,25000000,2,0","25110000,25100000,25000000,2,0,25110120"
25110140,"BEEF LIVER, FRIED",25110000,5,5,5,"25110000,25100000,25000000,2,0","25110000,25100000,25000000,2,0,25110140"
25110420,"CHICKEN LIVER, BRAISED",25110000,5,5,5,"25110000,25100000,25000000,2,0","25110000,25100000,25000000,2,0,25110420"
25110450,"CHICKEN LIVER, FRIED",25110000,5,5,5,"25110000,25100000,25000000,2,0","25110000,25100000,25000000,2,0,25110450"
25112200,"LIVER PASTE OR PATE, CHICKEN",25110000,5,5,5,"25110000,25100000,25000000,2,0","25110000,25100000,25000000,2,0,25112200"
25140110,"SWEETBREADS, COOKED",25140000,5,5,5,"25140000,25100000,25000000,2,0","25140000,25100000,25000000,2,0,25140110"
25160110,"TONGUE, SMOKED, CURED, OR PICKLED, COOKED",25160000,5,5,5,"25160000,25100000,25000000,2,0","25160000,25100000,25000000,2,0,25160110"
25160130,"TONGUE POT ROAST, PUERTO RICAN STYLE",25160000,5,5,5,"25160000,25100000,25000000,2,0","25160000,25100000,25000000,2,0,25160130"
25170110,"TRIPE, COOKED",25170000,5,5,5,"25170000,25100000,25000000,2,0","25170000,25100000,25000000,2,0,25170110"
25170210,"CHITTERLINGS, COOKED",25170000,5,5,5,"25170000,25100000,25000000,2,0","25170000,25100000,25000000,2,0,25170210"
25170310,"HOG MAWS, COOKED",25170000,5,5,5,"25170000,25100000,25000000,2,0","25170000,25100000,25000000,2,0,25170310"
25170420,"GIZZARD, COOKED",25170000,5,5,5,"25170000,25100000,25000000,2,0","25170000,25100000,25000000,2,0,25170420"
25210110,"FRANKFURTER OR HOT DOG, NFS",25210000,5,5,5,"25210000,25200000,25000000,2,0","25210000,25200000,25000000,2,0,25210110"
25210120,"FRANKFURTER OR HOT DOG, BREADED, BAKED",25210000,5,5,5,"25210000,25200000,25000000,2,0","25210000,25200000,25000000,2,0,25210120"
25210150,"FRANKFURTER OR HOT DOG, CHEESE-FILLED",25210000,5,5,5,"25210000,25200000,25000000,2,0","25210000,25200000,25000000,2,0,25210150"
25210160,"FRANKFURTER OR HOT DOG, BACON & CHEESE-FILLED",25210000,5,5,5,"25210000,25200000,25000000,2,0","25210000,25200000,25000000,2,0,25210160"
25210170,"FRANKFURTER OR HOT DOG, CHILI-FILLED",25210000,5,5,5,"25210000,25200000,25000000,2,0","25210000,25200000,25000000,2,0,25210170"
25210210,"FRANKFURTER OR HOT DOG, BEEF",25210000,5,5,5,"25210000,25200000,25000000,2,0","25210000,25200000,25000000,2,0,25210210"
25210220,"FRANKFURTER OR HOT DOG, BEEF AND PORK",25210000,5,5,5,"25210000,25200000,25000000,2,0","25210000,25200000,25000000,2,0,25210220"
25210240,"FRANKFURTER OR HOT DOG, BEEF AND PORK, REDUCED FAT OR LIGHT",25210000,5,5,5,"25210000,25200000,25000000,2,0","25210000,25200000,25000000,2,0,25210240"
25210250,"FRANKFURTER OR HOT DOG, MEAT AND POULTRY, FAT FREE",25210000,5,5,5,"25210000,25200000,25000000,2,0","25210000,25200000,25000000,2,0,25210250"
25210280,"FRANKFURTER OR HOT DOG, MEAT AND POULTRY",25210000,5,5,5,"25210000,25200000,25000000,2,0","25210000,25200000,25000000,2,0,25210280"
25210290,"FRANKFURTER OR HOT DOG, MEAT AND POULTRY, REDUCED FAT OR LIG",25210000,5,5,5,"25210000,25200000,25000000,2,0","25210000,25200000,25000000,2,0,25210290"
25210310,"FRANKFURTER OR HOT DOG, CHICKEN",25210000,5,5,5,"25210000,25200000,25000000,2,0","25210000,25200000,25000000,2,0,25210310"
25210410,"FRANKFURTER OR HOT DOG, TURKEY",25210000,5,5,5,"25210000,25200000,25000000,2,0","25210000,25200000,25000000,2,0,25210410"
25210510,"FRANKFURTER OR HOT DOG, LOW SALT",25210000,5,5,5,"25210000,25200000,25000000,2,0","25210000,25200000,25000000,2,0,25210510"
25210620,"FRANKFURTER OR HOT DOG, BEEF, REDUCED FAT OR LIGHT",25210000,5,5,5,"25210000,25200000,25000000,2,0","25210000,25200000,25000000,2,0,25210620"
25210750,"FRANKFURTER OR HOT DOG, REDUCED FAT OR LIGHT, NFS",25210000,5,5,5,"25210000,25200000,25000000,2,0","25210000,25200000,25000000,2,0,25210750"
25220105,BEEF SAUSAGE,25220000,5,5,5,"25220000,25200000,25000000,2,0","25220000,25200000,25000000,2,0,25220105"
25220106,"BEEF SAUSAGE, REDUCED FAT",25220000,5,5,5,"25220000,25200000,25000000,2,0","25220000,25200000,25000000,2,0,25220106"
25220108,"BEEF SAUSAGE, REDUCED SODIUM",25220000,5,5,5,"25220000,25200000,25000000,2,0","25220000,25200000,25000000,2,0,25220108"
25220150,BEEF SAUSAGE WITH CHEESE,25220000,5,5,5,"25220000,25200000,25000000,2,0","25220000,25200000,25000000,2,0,25220150"
25220210,BLOOD SAUSAGE,25220000,5,5,5,"25220000,25200000,25000000,2,0","25220000,25200000,25000000,2,0,25220210"
25220310,BOCKWURST,25220000,5,5,5,"25220000,25200000,25000000,2,0","25220000,25200000,25000000,2,0,25220310"
25220350,BRATWURST,25220000,5,5,5,"25220000,25200000,25000000,2,0","25220000,25200000,25000000,2,0,25220350"
25220360,"BRATWURST, WITH CHEESE",25220000,5,5,5,"25220000,25200000,25000000,2,0","25220000,25200000,25000000,2,0,25220360"
25220410,"BOLOGNA, NFS",25220000,5,5,5,"25220000,25200000,25000000,2,0","25220000,25200000,25000000,2,0,25220410"
25220420,"BOLOGNA, LEBANON",25220000,5,5,5,"25220000,25200000,25000000,2,0","25220000,25200000,25000000,2,0,25220420"
25220425,"BOLOGNA, MADE FROM ANY KIND OF MEAT, REDUCED FAT",25220000,5,5,5,"25220000,25200000,25000000,2,0","25220000,25200000,25000000,2,0,25220425"
25220435,"BOLOGNA, MADE FROM ANY KIND OF MEAT, REDUCED SODIUM",25220000,5,5,5,"25220000,25200000,25000000,2,0","25220000,25200000,25000000,2,0,25220435"
25220445,"BOLOGNA, MADE FROM ANY KIND OF MEAT, REDUCED FAT AND REDUCED",25220000,5,5,5,"25220000,25200000,25000000,2,0","25220000,25200000,25000000,2,0,25220445"
25220450,"BOLOGNA RING, SMOKED",25220000,5,5,5,"25220000,25200000,25000000,2,0","25220000,25200000,25000000,2,0,25220450"
25220490,"BOLOGNA, W/ CHEESE",25220000,5,5,5,"25220000,25200000,25000000,2,0","25220000,25200000,25000000,2,0,25220490"
25220610,CERVELAT,25220000,5,5,5,"25220000,25200000,25000000,2,0","25220000,25200000,25000000,2,0,25220610"
25220650,TURKEY OR CHICKEN AND BEEF SAUSAGE,25220000,5,5,5,"25220000,25200000,25000000,2,0","25220000,25200000,25000000,2,0,25220650"
25220710,CHORIZO,25220000,5,5,5,"25220000,25200000,25000000,2,0","25220000,25200000,25000000,2,0,25220710"
25220910,HEAD CHEESE,25220000,5,5,5,"25220000,25200000,25000000,2,0","25220000,25200000,25000000,2,0,25220910"
25221110,KNOCKWURST,25220000,5,5,5,"25220000,25200000,25000000,2,0","25220000,25200000,25000000,2,0,25221110"
25221210,MORTADELLA,25220000,5,5,5,"25220000,25200000,25000000,2,0","25220000,25200000,25000000,2,0,25221210"
25221215,"PASTRAMI, NFS",25220000,5,5,5,"25220000,25200000,25000000,2,0","25220000,25200000,25000000,2,0,25221215"
25221220,"PASTRAMI, MADE FROM ANY KIND OF MEAT, REDUCED FAT",25220000,5,5,5,"25220000,25200000,25000000,2,0","25220000,25200000,25000000,2,0,25221220"
25221250,"PEPPERONI, NFS",25220000,5,5,5,"25220000,25200000,25000000,2,0","25220000,25200000,25000000,2,0,25221250"
25221255,"PEPPERONI, REDUCED FAT",25220000,5,5,5,"25220000,25200000,25000000,2,0","25220000,25200000,25000000,2,0,25221255"
25221260,"PEPPERONI, REDUCED SODIUM",25220000,5,5,5,"25220000,25200000,25000000,2,0","25220000,25200000,25000000,2,0,25221260"
25221310,POLISH SAUSAGE,25220000,5,5,5,"25220000,25200000,25000000,2,0","25220000,25200000,25000000,2,0,25221310"
25221350,ITALIAN SAUSAGE,25220000,5,5,5,"25220000,25200000,25000000,2,0","25220000,25200000,25000000,2,0,25221350"
25221400,"SAUSAGE, NFS",25220000,5,5,5,"25220000,25200000,25000000,2,0","25220000,25200000,25000000,2,0,25221400"
25221405,PORK SAUSAGE,25220000,5,5,5,"25220000,25200000,25000000,2,0","25220000,25200000,25000000,2,0,25221405"
25221406,"PORK SAUSAGE, REDUCED FAT",25220000,5,5,5,"25220000,25200000,25000000,2,0","25220000,25200000,25000000,2,0,25221406"
25221408,"PORK SAUSAGE, REDUCED SODIUM",25220000,5,5,5,"25220000,25200000,25000000,2,0","25220000,25200000,25000000,2,0,25221408"
25221450,PORK SAUSAGE RICE LINKS,25220000,5,5,5,"25220000,25200000,25000000,2,0","25220000,25200000,25000000,2,0,25221450"
25221460,PORK AND BEEF SAUSAGE,25220000,5,5,5,"25220000,25200000,25000000,2,0","25220000,25200000,25000000,2,0,25221460"
25221480,METTWURST,25220000,5,5,5,"25220000,25200000,25000000,2,0","25220000,25200000,25000000,2,0,25221480"
25221500,"SALAMI, NFS",25220000,5,5,5,"25220000,25200000,25000000,2,0","25220000,25200000,25000000,2,0,25221500"
25221505,"SALAMI, MADE FROM ANY TYPE OF MEAT, REDUCED FAT",25220000,5,5,5,"25220000,25200000,25000000,2,0","25220000,25200000,25000000,2,0,25221505"
25221515,"SALAMI, MADE FROM ANY TYPE OF MEAT, REDUCED SODIUM",25220000,5,5,5,"25220000,25200000,25000000,2,0","25220000,25200000,25000000,2,0,25221515"
25221610,"SCRAPPLE, COOKED",25220000,5,5,5,"25220000,25200000,25000000,2,0","25220000,25200000,25000000,2,0,25221610"
25221710,SOUSE,25220000,5,5,5,"25220000,25200000,25000000,2,0","25220000,25200000,25000000,2,0,25221710"
25221810,THURINGER,25220000,5,5,5,"25220000,25200000,25000000,2,0","25220000,25200000,25000000,2,0,25221810"
25221830,TURKEY OR CHICKEN SAUSAGE,25220000,5,5,5,"25220000,25200000,25000000,2,0","25220000,25200000,25000000,2,0,25221830"
25221855,"TURKEY OR CHICKEN SAUSAGE, REDUCED SODIUM",25220000,5,5,5,"25220000,25200000,25000000,2,0","25220000,25200000,25000000,2,0,25221855"
25221860,"TURKEY OR CHICKEN SAUSAGE, REDUCED FAT",25220000,5,5,5,"25220000,25200000,25000000,2,0","25220000,25200000,25000000,2,0,25221860"
25221870,TURKEY OR CHICKEN AND PORK SAUSAGE,25220000,5,5,5,"25220000,25200000,25000000,2,0","25220000,25200000,25000000,2,0,25221870"
25221875,"TURKEY OR CHICKEN, PORK, AND BEEF SAUSAGE, REDUCED SODIUM",25220000,5,5,5,"25220000,25200000,25000000,2,0","25220000,25200000,25000000,2,0,25221875"
25221880,"TURKEY OR CHICKEN, PORK, AND BEEF SAUSAGE, REDUCED FAT",25220000,5,5,5,"25220000,25200000,25000000,2,0","25220000,25200000,25000000,2,0,25221880"
25221890,"TURKEY, PORK, & BEEF SAUSAGE, LOWFAT, SMOKED",25220000,5,5,5,"25220000,25200000,25000000,2,0","25220000,25200000,25000000,2,0,25221890"
25221910,"VIENNA SAUSAGE, CANNED",25220000,5,5,5,"25220000,25200000,25000000,2,0","25220000,25200000,25000000,2,0,25221910"
25221920,"VIENNA SAUSAGE, CHICKEN, CANNED",25220000,5,5,6,"25220000,25220000,25200000,25000000,2,0","25220000,25220000,25200000,25000000,2,0,25221920"
25221950,PICKLED SAUSAGE,25220000,5,5,5,"25220000,25200000,25000000,2,0","25220000,25200000,25000000,2,0,25221950"
25230110,"LUNCHEON MEAT, NFS",25230000,5,5,5,"25230000,25200000,25000000,2,0","25230000,25200000,25000000,2,0,25230110"
25230210,"HAM, PREPACKAGED OR DELI, LUNCHEON MEAT",25230000,5,5,5,"25230000,25200000,25000000,2,0","25230000,25200000,25000000,2,0,25230210"
25230220,"HAM, PREPACKAGED OR DELI, LUNCHEON MEAT, REDUCED SODIUM",25230000,5,5,5,"25230000,25200000,25000000,2,0","25230000,25200000,25000000,2,0,25230220"
25230310,"CHICKEN/TURKEY LOAF, PREPACK/DELI, LUNCHEON MEAT",25230000,5,5,5,"25230000,25200000,25000000,2,0","25230000,25200000,25000000,2,0,25230310"
25230320,"CHICKEN, PREPACKAGED OR DELI, LUNCHEON MEAT",25230000,5,5,5,"25230000,25200000,25000000,2,0","25230000,25200000,25000000,2,0,25230320"
25230340,"CHICKEN, PREPACKAGED OR DELI, LUNCHEON MEAT, REDUCED SODIUM",25230000,5,5,5,"25230000,25200000,25000000,2,0","25230000,25200000,25000000,2,0,25230340"
25230420,"HAM LUNCHEON MEAT, LOAF TYPE",25230000,5,5,5,"25230000,25200000,25000000,2,0","25230000,25200000,25000000,2,0,25230420"
25230510,"HAM,LUNCH MEAT,CHOP,MINCED,PRESSD,MINCED,NOT CANNED",25230000,5,5,5,"25230000,25200000,25000000,2,0","25230000,25200000,25000000,2,0,25230510"
25230520,"HAM, LUNCHEON MEAT, CHOPPED, SPICED,LOWFAT, NOT CAN",25230000,5,5,5,"25230000,25200000,25000000,2,0","25230000,25200000,25000000,2,0,25230520"
25230530,"HAM AND PORK, CANNED LUNCHEON MEAT, CHOPPED, MINCED, PRESSED",25230000,5,5,5,"25230000,25200000,25000000,2,0","25230000,25200000,25000000,2,0,25230530"
25230540,"HAM, PORK AND CHICKEN, CANNED LUNCHEON MEAT, CHOPPED, MINCED",25230000,5,5,5,"25230000,25200000,25000000,2,0","25230000,25200000,25000000,2,0,25230540"
25230550,"HAM, PORK, AND CHICKEN, CANNED LUNCHEON MEAT, CHOPPED, MINCE",25230000,5,5,5,"25230000,25200000,25000000,2,0","25230000,25200000,25000000,2,0,25230550"
25230560,LIVERWURST,25230000,5,5,5,"25230000,25200000,25000000,2,0","25230000,25200000,25000000,2,0,25230560"
25230610,"LUNCHEON MEAT, LOAF TYPE",25230000,5,5,5,"25230000,25200000,25000000,2,0","25230000,25200000,25000000,2,0,25230610"
25230710,"SANDWICH LOAF, LUNCHEON MEAT",25230000,5,5,5,"25230000,25200000,25000000,2,0","25230000,25200000,25000000,2,0,25230710"
25230780,"TURKEY, PREPACKAGED OR DELI, LUNCHEON MEAT",25230000,5,5,5,"25230000,25200000,25000000,2,0","25230000,25200000,25000000,2,0,25230780"
25230785,"TURKEY, PREPACKAGED OR DELI, LUNCHEON MEAT, REDUCED SODIUM",25230000,5,5,5,"25230000,25200000,25000000,2,0","25230000,25200000,25000000,2,0,25230785"
25230800,"TURKEY HAM, PREPACKAGED OR DELI, LUNCHEON MEAT",25230000,5,5,5,"25230000,25200000,25000000,2,0","25230000,25200000,25000000,2,0,25230800"
25230810,VEAL LOAF,25230000,5,5,5,"25230000,25200000,25000000,2,0","25230000,25200000,25000000,2,0,25230810"
25230900,"TURKEY OR CHICKEN BREAST, PKG'D/DELI, LUNCHEON MEAT",25230000,5,5,5,"25230000,25200000,25000000,2,0","25230000,25200000,25000000,2,0,25230900"
25230905,"TURKEY/CHICKEN BREAST, LOW SALT, PREPACK/DELI, LUNCHEON MEAT",25230000,5,5,5,"25230000,25200000,25000000,2,0","25230000,25200000,25000000,2,0,25230905"
25231110,"BEEF, PREPACKAGED OR DELI, LUNCHEON MEAT",25230000,5,5,5,"25230000,25200000,25000000,2,0","25230000,25200000,25000000,2,0,25231110"
25231120,"BEEF, PREPACKAGED OR DELI, LUNCHEON MEAT, REDUCED SODIUM",25230000,5,5,5,"25230000,25200000,25000000,2,0","25230000,25200000,25000000,2,0,25231120"
25240110,CHICKEN SALAD SPREAD,25240000,5,5,5,"25240000,25200000,25000000,2,0","25240000,25200000,25000000,2,0,25240110"
25240220,HAM SALAD SPREAD,25240000,5,5,5,"25240000,25200000,25000000,2,0","25240000,25200000,25000000,2,0,25240220"
27111000,BEEF WITH TOMATO-BASED SAUCE,27110000,5,5,5,"27110000,27100000,27000000,2,0","27110000,27100000,27000000,2,0,27111000"
27111100,BEEF GOULASH,27110000,5,5,5,"27110000,27100000,27000000,2,0","27110000,27100000,27000000,2,0,27111100"
27111200,BEEF BURGUNDY,27110000,5,5,5,"27110000,27100000,27000000,2,0","27110000,27100000,27000000,2,0,27111200"
27111300,"BEEF STEW, NO POTATOES, TOMATO-BASED SAUCE, MEXICAN STYLE",27110000,5,5,5,"27110000,27100000,27000000,2,0","27110000,27100000,27000000,2,0,27111300"
27111310,"BEEF STEW, NO POTATOES, TOMATO-BASED SAUCE, WITH CHILI PEPPE",27110000,5,5,5,"27110000,27100000,27000000,2,0","27110000,27100000,27000000,2,0,27111310"
27111400,"CHILI CON CARNE, NS AS TO BEANS",27110000,5,5,5,"27110000,27100000,27000000,2,0","27110000,27100000,27000000,2,0,27111400"
27111405,"CHILI CON CARNE WITH BEANS, FROM RESTAURANT",27110000,5,5,5,"27110000,27100000,27000000,2,0","27110000,27100000,27000000,2,0,27111405"
27111406,"CHILI CON CARNE WITH BEANS, HOME RECIPE",27110000,5,5,5,"27110000,27100000,27000000,2,0","27110000,27100000,27000000,2,0,27111406"
27111407,"CHILI CON CARNE WITH BEANS, CANNED",27110000,5,5,5,"27110000,27100000,27000000,2,0","27110000,27100000,27000000,2,0,27111407"
27111410,CHILI CON CARNE WITH BEANS,27110000,5,5,5,"27110000,27100000,27000000,2,0","27110000,27100000,27000000,2,0,27111410"
27111420,CHILI CON CARNE WITHOUT BEANS,27110000,5,5,5,"27110000,27100000,27000000,2,0","27110000,27100000,27000000,2,0,27111420"
27111430,"CHILI CON CARNE, NS AS TO BEANS, WITH CHEESE",27110000,5,5,5,"27110000,27100000,27000000,2,0","27110000,27100000,27000000,2,0,27111430"
27111440,CHILI CON CARNE WITH BEANS AND CHEESE,27110000,5,5,5,"27110000,27100000,27000000,2,0","27110000,27100000,27000000,2,0,27111440"
27111500,"BEEF SLOPPY JOE, NO BUN",27110000,5,5,5,"27110000,27100000,27000000,2,0","27110000,27100000,27000000,2,0,27111500"
27112000,BEEF WITH GRAVY,27110000,5,5,5,"27110000,27100000,27000000,2,0","27110000,27100000,27000000,2,0,27112000"
27112010,SALISBURY STEAK WITH GRAVY,27110000,5,5,5,"27110000,27100000,27000000,2,0","27110000,27100000,27000000,2,0,27112010"
27113000,BEEF WITH CREAM OR WHITE SAUCE,27110000,5,5,5,"27110000,27100000,27000000,2,0","27110000,27100000,27000000,2,0,27113000"
27113100,BEEF STROGANOFF,27110000,5,5,5,"27110000,27100000,27000000,2,0","27110000,27100000,27000000,2,0,27113100"
27113200,CREAMED CHIPPED OR DRIED BEEF,27110000,5,5,5,"27110000,27100000,27000000,2,0","27110000,27100000,27000000,2,0,27113200"
27113300,SWEDISH MEATBALLS WITH CREAM OR WHITE SAUCE,27110000,5,5,5,"27110000,27100000,27000000,2,0","27110000,27100000,27000000,2,0,27113300"
27114000,BEEF WITH MUSHROOM SAUCE,27110000,5,5,5,"27110000,27100000,27000000,2,0","27110000,27100000,27000000,2,0,27114000"
27115000,BEEF WITH SOY-BASED SAUCE,27110000,5,5,5,"27110000,27100000,27000000,2,0","27110000,27100000,27000000,2,0,27115000"
27115100,STEAK TERIYAKI,27110000,5,5,5,"27110000,27100000,27000000,2,0","27110000,27100000,27000000,2,0,27115100"
27116100,BEEF CURRY,27110000,5,5,5,"27110000,27100000,27000000,2,0","27110000,27100000,27000000,2,0,27116100"
27116110,BEEF CURRY WITH RICE,27110000,5,5,5,"27110000,27100000,27000000,2,0","27110000,27100000,27000000,2,0,27116110"
27116200,BEEF WITH BARBECUE SAUCE,27110000,5,5,5,"27110000,27100000,27000000,2,0","27110000,27100000,27000000,2,0,27116200"
27116300,BEEF WITH SWEET AND SOUR SAUCE,27110000,5,5,5,"27110000,27100000,27000000,2,0","27110000,27100000,27000000,2,0,27116300"
27116350,"STEWED SEASONED GROUND BEEF, MEXICAN STYLE",27110000,5,5,5,"27110000,27100000,27000000,2,0","27110000,27100000,27000000,2,0,27116350"
27116400,STEAK TARTARE,27110000,5,5,5,"27110000,27100000,27000000,2,0","27110000,27100000,27000000,2,0,27116400"
27118110,"MEATBALLS, PUERTO RICAN STYLE",27110000,5,5,5,"27110000,27100000,27000000,2,0","27110000,27100000,27000000,2,0,27118110"
27118120,"STEWED SEASONED GROUND BEEF, PUERTO RICAN STYLE",27110000,5,5,5,"27110000,27100000,27000000,2,0","27110000,27100000,27000000,2,0,27118120"
27118130,"STEWED DRIED BEEF, PUERTO RICAN STYLE",27110000,5,5,5,"27110000,27100000,27000000,2,0","27110000,27100000,27000000,2,0,27118130"
27118140,"STUFFED POT ROAST, PUERTO RICAN STYLE, NFS",27110000,5,5,5,"27110000,27100000,27000000,2,0","27110000,27100000,27000000,2,0,27118140"
27118180,"BEEF STEW, MEAT WITH GRAVY, NO POTATOES, PUERTO RICAN STYLE",27110000,5,5,5,"27110000,27100000,27000000,2,0","27110000,27100000,27000000,2,0,27118180"
27120020,HAM OR PORK WITH GRAVY,27120000,5,5,5,"27120000,27100000,27000000,2,0","27120000,27100000,27000000,2,0,27120020"
27120030,HAM OR PORK WITH BARBECUE SAUCE,27120000,5,5,5,"27120000,27100000,27000000,2,0","27120000,27100000,27000000,2,0,27120030"
27120060,SWEET AND SOUR PORK,27120000,5,5,5,"27120000,27100000,27000000,2,0","27120000,27100000,27000000,2,0,27120060"
27120080,HAM STROGANOFF,27120000,5,5,5,"27120000,27100000,27000000,2,0","27120000,27100000,27000000,2,0,27120080"
27120090,HAM OR PORK WITH MUSHROOM SAUCE,27120000,5,5,5,"27120000,27100000,27000000,2,0","27120000,27100000,27000000,2,0,27120090"
27120100,HAM OR PORK WITH TOMATO-BASED SAUCE,27120000,5,5,5,"27120000,27100000,27000000,2,0","27120000,27100000,27000000,2,0,27120100"
27120110,SAUSAGE WITH TOMATO-BASED SAUCE,27120000,5,5,5,"27120000,27100000,27000000,2,0","27120000,27100000,27000000,2,0,27120110"
27120120,SAUSAGE GRAVY,27120000,5,5,5,"27120000,27100000,27000000,2,0","27120000,27100000,27000000,2,0,27120120"
27120130,"PORK STEW, NO POTATOES, TOMATO-BASED SAUCE, MEXICAN STYLE",27120000,5,5,5,"27120000,27100000,27000000,2,0","27120000,27100000,27000000,2,0,27120130"
27120150,PORK OR HAM WITH SOY-BASED SAUCE,27120000,5,5,5,"27120000,27100000,27000000,2,0","27120000,27100000,27000000,2,0,27120150"
27120210,"FRANKFURTER OR HOT DOG, WITH CHILI, NO BUN",27120000,5,5,5,"27120000,27100000,27000000,2,0","27120000,27100000,27000000,2,0,27120210"
27120250,FRANKFURTERS OR HOT DOGS WITH TOMATO-BASED SAUCE,27120000,5,5,5,"27120000,27100000,27000000,2,0","27120000,27100000,27000000,2,0,27120250"
27121000,PORK WITH CHILI AND TOMATOES,27120000,5,5,5,"27120000,27100000,27000000,2,0","27120000,27100000,27000000,2,0,27121000"
27121010,"STEWED PORK, PUERTO RICAN STYLE",27120000,5,5,5,"27120000,27100000,27000000,2,0","27120000,27100000,27000000,2,0,27121010"
27121410,"CHILI CON CARNE WITH BEANS, MADE WITH PORK",27120000,5,5,5,"27120000,27100000,27000000,2,0","27120000,27100000,27000000,2,0,27121410"
27130010,LAMB OR MUTTON WITH GRAVY,27130000,5,5,5,"27130000,27100000,27000000,2,0","27130000,27100000,27000000,2,0,27130010"
27130050,LAMB OR MUTTON GOULASH,27130000,5,5,5,"27130000,27100000,27000000,2,0","27130000,27100000,27000000,2,0,27130050"
27133010,"STEWED GOAT, PUERTO RICAN STYLE",27130000,5,5,5,"27130000,27100000,27000000,2,0","27130000,27100000,27000000,2,0,27133010"
27135010,VEAL WITH GRAVY,27130000,5,5,5,"27130000,27100000,27000000,2,0","27130000,27100000,27000000,2,0,27135010"
27135020,VEAL SCALLOPINI,27130000,5,5,5,"27130000,27100000,27000000,2,0","27130000,27100000,27000000,2,0,27135020"
27135030,VEAL WITH CREAM SAUCE,27130000,5,5,5,"27130000,27100000,27000000,2,0","27130000,27100000,27000000,2,0,27135030"
27135040,VEAL WITH BUTTER SAUCE,27130000,5,5,5,"27130000,27100000,27000000,2,0","27130000,27100000,27000000,2,0,27135040"
27135050,VEAL MARSALA,27130000,5,5,5,"27130000,27100000,27000000,2,0","27130000,27100000,27000000,2,0,27135050"
27135110,VEAL PARMIGIANA,27130000,5,5,5,"27130000,27100000,27000000,2,0","27130000,27100000,27000000,2,0,27135110"
27135150,VEAL CORDON BLEU,27130000,5,5,5,"27130000,27100000,27000000,2,0","27130000,27100000,27000000,2,0,27135150"
27136050,VENISON OR DEER WITH TOMATO-BASED SAUCE,27130000,5,5,5,"27130000,27100000,27000000,2,0","27130000,27100000,27000000,2,0,27136050"
27136080,VENISON OR DEER WITH GRAVY,27130000,5,5,5,"27130000,27100000,27000000,2,0","27130000,27100000,27000000,2,0,27136080"
27136100,CHILI CON CARNE WITH VENISON/DEER AND BEANS,27130000,5,5,5,"27130000,27100000,27000000,2,0","27130000,27100000,27000000,2,0,27136100"
27141000,CHICKEN OR TURKEY CACCIATORE,27140000,5,5,5,"27140000,27100000,27000000,2,0","27140000,27100000,27000000,2,0,27141000"
27141030,SPAGHETTI SAUCE WITH POULTRY,27140000,5,5,5,"27140000,27100000,27000000,2,0","27140000,27100000,27000000,2,0,27141030"
27141035,SPAGHETTI SAUCE WITH POULTRY AND ADDED VEGETABLES,27140000,5,5,5,"27140000,27100000,27000000,2,0","27140000,27100000,27000000,2,0,27141035"
27141050,"STEWED CHICKEN WITH TOMATO-BASED SAUCE, MEXICAN STYLE",27140000,5,5,5,"27140000,27100000,27000000,2,0","27140000,27100000,27000000,2,0,27141050"
27141500,CHILI CON CARNE WITH CHICKEN OR TURKEY AND BEANS,27140000,5,5,5,"27140000,27100000,27000000,2,0","27140000,27100000,27000000,2,0,27141500"
27142000,CHICKEN WITH GRAVY,27140000,5,5,5,"27140000,27100000,27000000,2,0","27140000,27100000,27000000,2,0,27142000"
27142100,CHICKEN OR TURKEY FRICASSEE,27140000,5,5,5,"27140000,27100000,27000000,2,0","27140000,27100000,27000000,2,0,27142100"
27142200,TURKEY WITH GRAVY,27140000,5,5,5,"27140000,27100000,27000000,2,0","27140000,27100000,27000000,2,0,27142200"
27143000,CHICKEN OR TURKEY WITH CREAM SAUCE,27140000,5,5,5,"27140000,27100000,27000000,2,0","27140000,27100000,27000000,2,0,27143000"
27144000,CHICKEN OR TURKEY WITH MUSHROOM SAUCE,27140000,5,5,5,"27140000,27100000,27000000,2,0","27140000,27100000,27000000,2,0,27144000"
27145000,CHICKEN OR TURKEY WITH TERIYAKI,27140000,5,5,5,"27140000,27100000,27000000,2,0","27140000,27100000,27000000,2,0,27145000"
27146000,"CHICKEN OR TURKEY W/ BBQ SAUCE, SKIN EATEN",27140000,5,5,5,"27140000,27100000,27000000,2,0","27140000,27100000,27000000,2,0,27146000"
